"server name","server id","idle latency","idle jitter","packet loss","download","upload","download bytes","upload bytes","share url","download server count","download latency","download latency jitter","download latency low","download latency high","upload latency","upload latency jitter","upload latency low","upload latency high","idle latency low","idle latency high"
"Comcast - Denver, CO","10051","16.2051","3.04","0","14244980","5213772","179059487","76197543","https://www.speedtest.net/result/c/0e97c509-ace7-4a7f-88ba-26d16e86ba5b","1","40.8153","12.1719","17.68","116.227","15.3665","11.6269","10.172","501.678","12.644","20.082"
